Name,x,y,Admin1,Admin2,Admin3
Itisun Primary Health Center,5.194091797,5.814880371,Delta,Warri North,Eghoro
Abeugborodo Primary Health Center,5.18371582,5.598083496,Delta,Warri North,Abigborode
Opuama Primary Health Center,5.068481445,5.905273437,Delta,Warri North,Opuama Ward 13
Koko Primary Health Center,5.445495605,5.998718262,Delta,Warri North,Koko
Umukwata Primary Health Care Center,6.24987793,5.805480957,Delta,Ukwuani,Umukwata
Umuebu Primary Health Care Center,6.164123535,5.754699707,Delta,Ukwuani,Umuebu
Ekete Primary Health Care Center,5.805480957,5.499328613,Delta,Udu,Ekete
Orhuwhorun Primary Health Care Center,5.834106445,5.506713867,Delta,Udu,Orhuruworun
Ojobo Government Hospital,5.681091309,5.030273437,Delta,Burutu,Ojobo
Ogulagba Cottage Hospital,5.342895508,5.351074219,Delta,Burutu,Ogulagha
Forcados Government Hospital,5.43371582,5.358703613,Delta,Burutu,Ojobo
Bulou Ndoro Primary Health Center,5.616088867,5.07409668,Delta,Burutu,Bolou Ndoro
Ekogbene Primary Health Center,5.570495605,5.15447998,Delta,Burutu,Obetebe
Ogbeinma Primary Health Center,5.830078125,5.218078613,Delta,Bomadi,Ugbeinma/Okoloba
Akugbene Primary Health Center,5.836914062,5.24230957,Delta,Bomadi,Akugbene 1
Oghior Primary Health Care Center,5.85352,5.42982,Delta,Udu,Otor-Udu
Tamigbe Primary Health Care Center,5.788330078,5.084289551,Delta,Burutu,Tamigbe
Tobegbe Primary Health Center,5.798278809,5.08392334,Delta,Burutu,Tuomo
Ogbobagbene Primary Health Center,5.815124512,5.08392334,Delta,Burutu,Tuomo
Okpokunou Primary Health Care Center,5.840270996,5.172485352,Delta,Burutu,Eseinbiri
Bomadi Bomadi General Hospital,5.914123535,5.168701172,Delta,Bomadi,Bomadi
Esanma Primary Health Center,5.803710937,5.209472656,Delta,Bomadi,Esanma
Tuomo Primary Health Care Center,5.874511719,5.104675293,Delta,Burutu,Tuomo
Amazing Grace God Clinic,5.921325684,5.156921387,Delta,Bomadi,Bomadi
Our Lady Of The Water Primary Health Center,5.917297363,5.165283203,Delta,Bomadi,Bomadi
Agbor Alindinma Government Hospital,6.30090332,6.031921387,Delta,Ika South,Ekuku Agbor
Akumazi Primary Health Care Center,6.325317383,6.256713867,Delta,Ika North East,Akumazi
Lonia Hospital Clinic,5.799682617,5.498718262,Delta,Udu,Ekete
Opete Primary Health Care Center,5.801696777,5.540283203,Delta,Udu,Opete
Ovwian Primary Health Care Center,5.78527832,5.496887207,Delta,Udu,Ovwian
Hebrew Nursing and Maternity Home,5.806518555,5.49987793,Delta,Udu,Ekete
Ndemili Primary Health Care Center,6.283325195,6.020324707,Delta,Ndokwa West,Ndemili
Ulogwe Isumpe Primary Health Care Center,6.314086914,6.015686035,Delta,Ndokwa West,Ndemili
Alifekede Primary Health Center,6.087280273,6.276489258,Delta,Ika South,Alihagwu
Oyoko Primary Health Center,6.174682617,6.102111816,Delta,Ika South,Oyoko
Mbiri Primary Health Care Center,6.274902344,6.304870605,Delta,Ika North East,Mbiri
Umunede Government Hospital,6.307495117,6.245483398,Delta,Ika North East,Umunede
Idumuesah Primary Health Care Center,6.241271973,6.171875,Delta,Ika North East,Idumuesah
Irhodo Primary Health Center,5.836486816,5.859313965,Delta,Ethiope West,Jesse 2
Ugbokpa Primary Health Center,5.775695801,5.918518066,Delta,Ethiope West,Mosogar 2
Mosogar Town Primary Health Center,5.731689453,5.903686523,Delta,Ethiope West,Mosogar 1
Abraka Po Primary Health Center,6.102111816,5.790527344,Delta,Ethiope East,Abraka
Majoroh Clinic,6.102905273,5.795288086,Delta,Ethiope East,Abraka
Ekuku Agbor Primary Health Center,6.307128906,6.08190918,Delta,Ika South,Ekuku Agbor
Obiayima Primary Health Center,6.245117188,6.057678223,Delta,Ika South,Oyoko
Bomadi Primary Health Center,5.923522949,5.159729004,Delta,Bomadi,Bomadi
Odimodi Primary Health Center,5.371704102,5.294128418,Delta,Burutu,Ogulagha
Umunede Primary Health Care Center,6.313903809,6.267883301,Delta,Ika North East,Umunede
Ojobo Primary Health Care Center,5.674072266,5.030090332,Delta,Burutu,Ojobo
Otolokpo Primary Health Care Center,6.29888916,6.215515137,Delta,Ika North East,Otolokpo
Ugbevwe Government Ugbevwe Jesse Hospital,5.813110352,5.88067627,Delta,Ethiope West,Jesse 2
Mosogar Cottage Hospital,5.741271973,5.904907227,Delta,Ethiope West,Mosogar 2
Kpakiama Primary Health Center,5.944885254,5.166320801,Delta,Bomadi,Kpakiama
Iduwe Eke Primary Health Center,5.979309082,6.168884278,Edo,Orhionmwon,Ugboko
Evbonogbon Health Center,6.083129883,6.046691895,Edo,Orhionmwon,Evboesi
Iguododo,6.00189209,6.221679687,Edo,Orhionmwon,Ugboko
Ugo Medical Center,7.190917969,5.345520019,Imo,Ngor-Okpala,Ngor
Owutu Primary Health Center,7.85168457,5.805480957,Ebonyi,Afikpo South,Owutu
Ibii Primary Health Center,7.9375,5.933898926,Ebonyi,Afikpo North,Ibii/Ozziza
Inikiri Health Center,8.00026,6.66901,Ebonyi,Ohaukwu,Wigbeke 2
Amaekpu Health Center,7.83190918,5.651306152,Abia,Ohafia,Isiama
Umuaka Community Hospital,7.009277344,5.663085938,Imo,Njaba,Umuaka 3
Oboro Amure Health Center,7.029296875,5.65008545,Imo,Isu,Oboro Amurie
Grace Eziama Hospital,7.222717285,5.295288086,Imo,Ngor-Okpala,Eziama
Aro Okigwe Primary Health Center,7.317077636,5.794677734,Imo,Okigwe,Etinan Urban 3
Umuezeagwu Health Center,7.321899414,5.618103027,Imo,Ihitte/Uboma,Umuezegwa 1
New Era Osi Hospital,5.214721679,8.075927734,Kwara,Ekiti,Osi 1
Wawan Icce Health Post,5.39056,11.84165,Zamfara,Bukkuyum,Kyaram
Talata Mafara Government Girls College Health Clinic,6.04258,12.56679,Zamfara,Talata Mafara,Galadima (Talata Mafara)
Danau Primary Health Clinic,6.252608,12.763125,Zamfara,Maradun,Faru/Magami
Katsira Health Town,6.50524,13.06846,Zamfara,Shinkafi,Kurya (Shinkafi)
Dan Dambo Primary Health Clinic,6.865532,12.511149,Zamfara,Birnin Magaji,Nasarawa Godel East
Shemori Primary Health Clinic,6.9218,12.11531,Zamfara,Gusau,Mada
Fakai Health Post,6.612883575,12.98266342,Zamfara,Shinkafi,Kurya (Shinkafi)
Power Of God Maternity and Clinic Home,3.351318359,6.662719726,Ogun,Ifo,Ajuwon / Akute
Hepzibah Clinic and Maternity Home,3.351318359,7.16027832,Ogun,Abeokuta South,Erunbe 8
Garden Of Peace,3.188903808,6.817077636,Ogun,Ifo,Okenla
Insha Alahu Eweje,3.336914063,7.165283203,Ogun,Abeokuta North,Iberekodo 1
Idera Hospital and Maternity Home,3.637084961,6.858520508,Ogun,Sagamu,Ajaka
Covenant University Medical Center,2.94708252,6.593322754,Ogun,Ado Odo/Ota,Iju
Homa Maternity and Clinic Home,3.226074219,6.677307129,Ogun,Ado Odo/Ota,Iju
Adedoyin Clinic and Maternity Home,3.357727051,6.674926758,Ogun,Ifo,Ajuwon / Akute
His Grace Maternity Home,3.353088379,6.668273926,Ogun,Ifo,Coker / Ilepa
Shodes B Clinic and Maternity Home,3.374511719,6.672485352,Ogun,Ifo,Ajuwon / Akute
Divine Faith Clinic and Maternity,3.348693848,6.711486817,Ogun,Ifo,Oke-Aro / Ibaragun
Dabfek Clinic and Maternity Home,3.289123535,6.720092774,Ogun,Ifo,Oke-Aro / Ibaragun
Doyin Clinic and Maternity Home,3.346679687,6.705505371,Ogun,Ifo,Oke-Aro / Ibaragun
Marvelous Grace Maternity and Clinic Home,3.36529541,6.689514161,Ogun,Ifo,Ajuwon / Akute
Junick Clinic and Maternity Home,3.373718262,6.678894043,Ogun,Ifo,Ajuwon / Akute
Ike Oluwa Clinic and Maternity Home,3.347473145,7.160705567,Ogun,Abeokuta North,Iberekodo 5
Omowunmi Maternity and Clinic Home,2.981506347,6.704101563,Ogun,Yewa South,Ilaro  3
Great Dominion Clinic,4.029724121,7.12109375,Ogun,Ijebu North,Oke-Sopin
Dambo Primary Health Center,5.857463,12.757297,Zamfara,Bakura,Dankadu
Madacci Health Post,5.967282,12.672979,Zamfara,Bakura,Dankadu
Duhuwa Primary Health Center,6.027545,11.719423,Zamfara,Anka,Sabon Birni G/Karma
Birnin Kaya Primary Health Clinic,6.180908,12.466778,Zamfara,Maradun,Dosara/Birnin Kaya
Gusau General Hospital,6.66128,12.17243,Zamfara,Gusau,Galadima (Gusau)
Rijiya Primary Health Center,6.78713,12.0156,Zamfara,Gusau,Rijiya
Goodluck Hospital,2.738525391,6.634094238,Ogun,Ipokia,Idiroko
De Twins Maternity and Clinic Home,3.23576,6.69858,Ogun,Ado Odo/Ota,Ilogbo
Omo Anikilaya and X Ray Clinic,3.92788,6.81997,Ogun,Ijebu Ode,Imupa/Yanro
Idado Ayegbani Health Clinic,3.65254,6.83751,Ogun,Sagamu,Ayegbami
Adarawa Primary Health Clinic,4.922598,12.098735,Zamfara,Gummi,Gayari
Falan Birni Primary Health Center,4.937165,12.15099,Zamfara,Gummi,Kurfa
Kurfa Primary Health Clinic,4.971154,12.193851,Zamfara,Gummi,Kurfa
Dangwai Babba Primary Health Clinic,4.982295,12.141725,Zamfara,Gummi,Gyalange
Tulmi Health Post,4.983923999,12.060815,Zamfara,Gummi,Bardoki
Bardoki Primary Health Care Center,5.002073,12.060638,Zamfara,Gummi,Bardoki
Gabtu Primary Health Clinic,5.025,12.16399,Zamfara,Gummi,Gyalange
Gidan Kade Health Post,5.06284,12.170942,Zamfara,Gummi,Uban Dawaki
Gwalli Primary Health Clinic,5.066673,12.014066,Zamfara,Gummi,Bardoki
Babban Rafi Primary Health Clinic,5.093412,11.781358,Zamfara,Gummi,Bardoki
Gummi Town Primary Health Clinic,5.12341,12.14506,Zamfara,Gummi,Magaji (Gummi)
Gummi Orphans and Less Previllage Primary Health Clinic,5.131029,12.130261,Zamfara,Gummi,Magaji (Gummi)
Yandu Health Post,5.332414,12.333918,Zamfara,Bukkuyum,Zauma
Tungar Maigunya Health Post,5.36551,12.14199,Zamfara,Bukkuyum,Zauma
Birnin Waje Health Post,5.414308,12.129134,Zamfara,Bukkuyum,Bukkuyum
Kairu Primary Health Center,5.458401,11.761569,Zamfara,Bukkuyum,Kyaram
Bukkuyum Women and Children Welfare Clinic,5.465386,12.138074,Zamfara,Bukkuyum,Bukkuyum
Ruwan Kura Health Post,5.468831,11.872613,Zamfara,Bukkuyum,Kyaram
Masu Health Post,5.484478,12.132942,Zamfara,Bukkuyum,Bukkuyum
Zarummai Health Post,5.50679,12.07767,Zamfara,Bukkuyum,Zarummai
Kyaram Health Post,5.506102,11.822611,Zamfara,Bukkuyum,Kyaram
Tashar Taya Health Post,5.51824,12.01866,Zamfara,Bukkuyum,Zarummai
Rukumawa Health Post,5.543613,12.142364,Zamfara,Bukkuyum,Masama
Sabuwar Tunga Health Post,5.555099,12.130719,Zamfara,Bukkuyum,Masama
Dangurunfa Health Post,5.561626,12.077416,Zamfara,Bukkuyum,Zarummai
Fasagora Health Post,5.62729,11.79966,Zamfara,Bukkuyum,Adabka
Ranfashi Health Post,5.662441,12.045915,Zamfara,Bukkuyum,Zarummai
Ruwan Rana Health Post,5.669,12.20406,Zamfara,Bukkuyum,Yashi
Rafin Maiki Health Post,5.69231,12.21447,Zamfara,Bukkuyum,Ruwan Jema
Kamaru Tungar Rogo Health Post,5.70745,12.07024,Zamfara,Bukkuyum,Nasarawa (Burkullu)
Gana Health Post,5.71357,12.0362,Zamfara,Bukkuyum,Nasarawa (Burkullu)
Ruggar Baba Health Post,5.726456,11.837312,Zamfara,Bukkuyum,Gwashi
Kurfa Magaji,5.73507,12.26984,Zamfara,Bukkuyum,Ruwan Jema
Matseri Health Post,5.746447,12.053372,Zamfara,Anka,Matseri
Shabli Primary Health Clinic,5.802181,12.211554,Zamfara,Anka,Waramu
Tumba Primary Health Clinic,5.807923,12.832598,Zamfara,Bakura,Nasarawa (Bakura)
Manya Primary Health Clinic,5.808556,12.06296,Zamfara,Anka,Matseri
Girkau Primary Health Clinic,5.815545,12.094638,Zamfara,Anka,Matseri
Kaura Malam Health Post,5.815656,12.281198,Zamfara,Bakura,Dakko
Barebari Health Post,5.820987,11.556846,Zamfara,Maru,Dankurmi
Anka Psychiatric Hospital,5.831302,11.997851,Zamfara,Anka,Dan Galadima
Batanwarka Health Post,5.831814,11.770831,Zamfara,Bukkuyum,Gwashi
Rane Primary Health Clinic,5.836032999,12.799182,Zamfara,Bakura,Dankadu
Moda Primary Health Clinic,5.842962,12.126927,Zamfara,Anka,Waramu
Gando Health Post,5.85529,11.81232,Zamfara,Bukkuyum,Gwashi
Sabon Gari Health Post,5.862921,12.372741,Zamfara,Bakura,Damri
Bakura Women and Children Welfare Clinic,5.869976,12.712078,Zamfara,Bakura,Bakura
Getso (Maru) Health Clinic,5.872166,11.550323,Zamfara,Maru,Dankurmi
Kadaddaba Primary Health Clinic,5.8732,12.142132,Zamfara,Anka,Galadima (Anka)
Gamji Primary Health Care Center,5.889805,12.656679,Zamfara,Bakura,Danmanau
Gargam Primary Health Clinic,5.899183,11.988035,Zamfara,Anka,Dan Galadima
Gora Daji Primary Health Clinic,5.909258,12.43589,Zamfara,Talata Mafara,Sauna Ruwanngora
Kasumka Primary Health Clinic,5.913892,11.896624,Zamfara,Anka,Bagega
Anka Orphans and Less Previlaged Clinic,5.93991,12.10995,Zamfara,Anka,Magaji (Gummi)
Kwanar Kalgoprimary Health Clinic,5.947154,12.582059,Zamfara,Bakura,Danmanau
Abare Primary Health Clinic,5.955204,12.080373,Zamfara,Anka,Magaji (Gummi)
Dankaiwa Health Facility,5.965706,12.716589,Zamfara,Bakura,Birnin Tudu (Bakura)
Tungar Kudaku Primary Health Clinic,5.969339,11.943781,Zamfara,Anka,Bagega
Kabawa Primary Health Clinic,5.973438,12.622895,Zamfara,Bakura,Yargeda
Danbasa Health Post,6.322433,11.484715,Zamfara,Maru,Bingi
Zauren Gora Primary Health Clinic,5.978659,12.175117,Zamfara,Talata Mafara,Ruwan Gizo
Yarkurya Health Post,5.99067,12.143811,Zamfara,Anka,Yarsabaya
Mirkidi Primary Health Clinic,6.007943,12.531263,Zamfara,Talata Mafara,Morkidi Ruwan Bore
Dankadu Primary Health Clinic,6.010773,12.670207,Zamfara,Bakura,Dankadu
Nasarawa Colony Primary Health Clinic,6.016632,12.572903,Zamfara,Talata Mafara,Galadima (Talata Mafara)
Sabon Birni Primary Health Center,6.020614,11.682391,Zamfara,Anka,Sabon Birni G/Karma
Unguwar Shanu Health Post,6.025216,12.374975,Zamfara,Talata Mafara,Sauna Ruwanngora
Kawaye Primary Health Clinic,6.032648,11.824192,Zamfara,Anka,Bagega
Kwandawa Primary Health Clinic,6.035546,12.265434,Zamfara,Talata Mafara,Sauna Ruwanngora
Tangaram Primary Health Center,6.046228,11.996957,Zamfara,Anka,Wuya
Talata Mafara Orphan and Less Privilege,6.049099,12.567284,Zamfara,Talata Mafara,Galadima (Talata Mafara)
Sangeku Health Clinic,6.050624,11.101191,Zamfara,Maru,Kuyanbana
Maikwanugga Primary Health Clinic,6.051508,12.179869,Zamfara,Talata Mafara,Jangebe (Talata Mafara)
Maitako Health Facility,6.056229,12.631565,Zamfara,Bakura,Birnin Tudu (Bakura)
Talata Mafara General Hospital,6.05945,12.564285,Zamfara,Talata Mafara,Galadima (Talata Mafara)
Talata Mafara Polytechnic Primary Health Clinic,6.06433,12.57348,Zamfara,Talata Mafara,Kayaye
Tsabta Primary Health Clinic,6.067076,12.020842,Zamfara,Anka,Wuya
Kuzi Primary Health Clinic,6.069814,12.894496,Zamfara,Maradun,Faru/Magami
Zamfarawa Health Post,6.074998,11.55409,Zamfara,Maru,Dankurmi
Mashaya Primary Health Clinic,6.07928,12.17649,Zamfara,Talata Mafara,Jangebe (Talata Mafara)
Tungar Fadama Primary Health Clinic,6.07978,12.682073,Zamfara,Bakura,Rini
Duduma Health Post,6.092877,12.542179,Zamfara,Talata Mafara,Kayaye
Yarsabaya Primary Health Center,6.096022,12.089348,Zamfara,Anka,Yarsabaya
Bakin Zaji Primary Health Clinic,6.097065,12.539385,Zamfara,Talata Mafara,Kayaye
Tungar Sadau Primary Health Clinic,6.099311,12.659748,Zamfara,Talata Mafara,Kayaye
Ruwan Bado Primary Health Clinic,6.100768,12.836669,Zamfara,Maradun,Faru/Magami
Danfako Primary Health Clinic,6.108251,12.558513,Zamfara,Talata Mafara,Kayaye
Gidan Rashi Primary Health Clinic,6.115221,12.507554,Zamfara,Talata Mafara,Makera/Take Tsaba
Hura Health Post,6.117355,12.580253,Zamfara,Talata Mafara,Makera/Take Tsaba
Tungar Waje Health Post,6.128597,12.586651,Zamfara,Talata Mafara,Makera/Take Tsaba
Kayawa Health Post,6.567374,12.87647,Zamfara,Zurmi,Moriki
Tungar Tsaka Health Post,6.129627,12.570333,Zamfara,Talata Mafara,Makera/Take Tsaba
Tumfafiya Health Post,6.134513,12.542607,Zamfara,Talata Mafara,Kayaye
Takoki Health Post,6.137764999,12.478386,Zamfara,Talata Mafara,Makera/Take Tsaba
Tsibiri Health Clinic,6.139892,12.150172,Zamfara,Maru,Kanoma
Bobo Primary Health Clinic,6.14707,12.285126,Zamfara,Talata Mafara,Gwaram (Misau)
Gidan Zama Primary Health Clinic,6.1591,12.708491,Zamfara,Maradun,Gora Namaye
Kwantaragi Health Post,6.161776,12.180118,Zamfara,Maru,Kanoma
Tungar Bai Health Post,6.16208,12.429491,Zamfara,Talata Mafara,Garbadu
Yar Gada Health Post,6.164267999,12.213945,Zamfara,Talata Mafara,Gwaram (Misau)
Dan Maaji Health Post,6.16615,11.609567,Zamfara,Maru,Dan Gulbi
Maijatau Primary Health Clinic,6.166824,12.650988,Zamfara,Maradun,Gora Namaye
Manasa Primary Health Clinic,6.174236,12.712072,Zamfara,Maradun,Gora Namaye
Sado Primary Health Clinic,6.175907,12.417523,Zamfara,Talata Mafara,Morai
Dowaya Health Post,11.99497,9.434517,Adamawa,Numan,Sabon Pegi
Gidankane Primary Health Clinic,6.182157,12.245866,Zamfara,Talata Mafara,Gwaram (Misau)
Maradun General Hospital,6.193001,12.554344,Zamfara,Maradun,Maradun South
Zaman Gira Health Clinic,6.195518,12.258651,Zamfara,Maru,Kanoma
Baberu Primary Health Clinic,6.208742,12.781691,Zamfara,Maradun,Janbako
Sakkida Magaji Primary Health Center,6.218897,12.667534,Zamfara,Maradun,Janbako
Jihiya Primary Health Clinic,6.226388,12.597299,Zamfara,Maradun,Maradun North
Fammaje Health Clinic,6.242166,11.251223,Zamfara,Maru,Kuyanbana
Garagi Yahaya Health Post,6.256999999,12.38105,Zamfara,Talata Mafara,Morai
Aljimma Primary Health Clinic,6.269018,12.596567,Zamfara,Maradun,Maradun North
Gabiya Health Post,6.271589,12.039342,Zamfara,Maru,Bingi
Maradun Orphans and Less Privilege Health Clinic,6.275393,12.588776,Zamfara,Maradun,Maradun South
Maradun Women and Children Welfare Clinic,6.279885,12.544071,Zamfara,Maradun,Maradun South
Bula Health Post,6.284473,13.089761,Zamfara,Shinkafi,Galadi
Gilliba Primary Health Clinic,6.289988,12.499321,Zamfara,Maradun,Dosara/Birnin Kaya
Bozaya Health Post,6.298164999,11.980301,Zamfara,Maru,Bingi
Kanoma Birni Health Clinic,6.298516,12.233315,Zamfara,Maru,Kanoma
Sububu Primary Health Clinic,6.305548999,12.987373,Zamfara,Maradun,Kaya
Kanoma Primary Health Center,6.307079,12.244353,Zamfara,Maru,Kanoma
Dutsingari Health Clinic,6.308385,12.174893,Zamfara,Maru,Kanoma
Gidan Adamu Primary Health Clinic,6.313931,12.740656,Zamfara,Maradun,Faru/Magami
Gidan Soja Health Clinic,6.314063,13.179516,Zamfara,Shinkafi,Katuru
Malamawa Health Post,6.317895,12.035313,Zamfara,Maru,Bingi
Kadauri Health Clinic,6.32822,12.34625,Zamfara,Maru,Maru
Batamna Health Post,6.340942,13.043976,Zamfara,Shinkafi,Galadi
Gidan Wawa Health Post,6.348768,13.094534,Zamfara,Shinkafi,Katuru
Malele Health Clinic,6.360028999,11.38918,Zamfara,Maru,Bindin
Gidan Rijiya Health Post,6.361427,13.055254,Zamfara,Shinkafi,Galadi
Difgawa Health Post,6.363766,12.144744,Zamfara,Maru,Ruwan Doruwa
Babba Doka Health Clinic,6.36522,11.26134,Zamfara,Maru,Kuyanbana
Bingi Primary Health Clinic,6.36988,12.050131,Zamfara,Bungudu,Bingi North
Tungar Bore Health Post,6.386159,13.09449,Zamfara,Shinkafi,Galadi
Kindigahe Primary Health Clinic,6.389664,12.759111,Zamfara,Maradun,Kaya
Lugga Health Clinic,6.390757,12.359178,Zamfara,Maru,Maru
Markau Health Post,6.402011,12.165617,Zamfara,Bungudu,Gada Karakai
Sabon Gida Primary Health Clinic,6.412258,12.941354,Zamfara,Maradun,Tsibiri
Gwabro Primary Health Clinic,6.418192,12.364622,Zamfara,Maradun,Damaga/Gama Giwa
Kurhi Health Post,6.423356,12.15414,Zamfara,Bungudu,Gada Karakai
Total Health Hospital,3.359924316,6.671325683,Ogun,Ifo,Ajuwon / Akute
Tubali Primary Health Center,6.424789999,12.973562,Zamfara,Shinkafi,Birnin Yaro
Dangurgu Health Post,6.430086,11.226225,Zamfara,Maru,Kuyanbana
El Shadai Maternity and Clinic,3.681701661,6.984924316,Ogun,Remo North,Isara 1
Danmagori Health Post,6.436461,12.210859,Zamfara,Bungudu,Gada Karakai
Kadage Primary Health Clinic,6.440685,12.850139,Zamfara,Maradun,Kaya
Maigoge Health Post,6.449007,11.379352,Zamfara,Maru,Dansadau
Karakkai Primary Health Center,6.452388,12.378281,Zamfara,Bungudu,Gada Karakai
Danmarke Primary Health Care Center,6.45253,12.261506,Zamfara,Bungudu,Gada Karakai
Kula Dutse Health Post,12.10242,9.803059,Adamawa,Shelleng,Talum
Tudun Sansami Health Post,6.46092,12.92104,Zamfara,Zurmi,Dole
Kangon Marafa Primary Health Clinic,6.461301,11.702353,Zamfara,Bungudu,Bingi South
Malikawa Primary Health Care,6.470359999,12.710651,Zamfara,Maradun,Gidan Goga
Zamangira Primary Health Clinic,6.472918,12.454669,Zamfara,Maradun,Damaga/Gama Giwa
Magara Primary Health Clinic,6.475502,12.721546,Zamfara,Maradun,Gidan Goga
Kakin Dawa Primary Health Clinic,6.475787,12.739471,Zamfara,Maradun,Gidan Goga
Landai Health Post,6.476276999,11.846131,Zamfara,Bungudu,Bingi South
Tungar Masu Health Post,6.480443,12.419448,Zamfara,Bungudu,Gada Karakai
Tungar Kado Primary Health Center,6.482752,13.046378,Zamfara,Shinkafi,Badarawa/Malali
Kwangwami Primary Health Clinic,6.483376,12.889037,Zamfara,Zurmi,Moriki
Badako Primary Health Clinic,6.484768,12.491653,Zamfara,Kaura Namoda,Sakajiki
Moriki Ophan and Less Privilege Health Post,6.487701,12.884599,Zamfara,Zurmi,Moriki
Gidan Saro Health Post,6.488533,12.057336,Zamfara,Bungudu,Bingi North
Gada Primary Health Center,6.489441,12.28872,Zamfara,Bungudu,Gada Karakai
Dansadau Maternity and  Child Health Clinic,6.490511,11.293725,Zamfara,Maru,Dansadau
Baice Primary Health Clinic,6.49127,12.97988,Zamfara,Shinkafi,Jangeru (Shinkafi)
Jaya Health P0St,6.494258,12.803405,Zamfara,Zurmi,Boko
Kurar Mota Primary Health Center,6.496687,11.696203,Zamfara,Bungudu,Bingi South
Sake Primary Health Clinic,6.498504,12.476246,Zamfara,Kaura Namoda,Kurya (Kaura Namoda)
Shinkafi General Hospital,6.498685,13.069714,Zamfara,Shinkafi,Shinkafi South
Moriki General Hospital,6.498932,12.87529,Zamfara,Zurmi,Moriki
Dandalla Health Clinic,6.500419,11.226547,Zamfara,Maru,Kuyanbana
Janzakawa Premary Health Clinic,6.502533,12.586878,Zamfara,Kaura Namoda,Kungurki
Auki Primary Health Care Center,6.506117,12.186481,Zamfara,Bungudu,Furfuri Kwaikwai
Burai Primary Health Clinic,6.5069,11.785341,Zamfara,Bungudu,Bingi South
Birnin Yanruwa Health Post,6.507155999,12.20493,Zamfara,Bungudu,Gada Karakai
Shinkafi Women and Children Welfare Clinic,6.50729,13.075296,Zamfara,Shinkafi,Shinkafi South
Shinkafi Orphan and Less Privilege Clinic,6.508725,13.056798,Zamfara,Shinkafi,Shinkafi South
Walo Primary Health Clinic,6.509136,12.596157,Zamfara,Kaura Namoda,Kungurki
Tungar Mudi Health Post,6.509644,12.490417,Zamfara,Kaura Namoda,Kurya (Kaura Namoda)
Kofa Health Post,6.515866,12.478054,Zamfara,Kaura Namoda,Kurya (Kaura Namoda)
Abaniyawa Health Post,6.518487,12.530421,Zamfara,Kaura Namoda,Sakajiki
Yarkatsina Primary Health Care,6.518509,12.048385,Zamfara,Bungudu,Bingi North
Ruggar Buda Health Post,6.518764,12.398177,Zamfara,Bungudu,Nahuche
Mabaraya Health Clinic,6.52101,13.054057,Zamfara,Shinkafi,Shinkafi South
Dokau Health Post,6.532739,12.541593,Zamfara,Kaura Namoda,Sakajiki
Kuya Health Post,6.542871,12.092639,Zamfara,Bungudu,Bingi North
Dabah Primary Health Clinic,6.543453,12.641457,Zamfara,Kaura Namoda,Kungurki
Madira Health Post,6.547025,12.63502,Zamfara,Kaura Namoda,Kungurki
Dumfawa Primary Health Clinic,6.550961,12.766716,Zamfara,Zurmi,Boko
Dayau Primary Health Clinic,6.553278,12.609573,Zamfara,Kaura Namoda,Kungurki
Kungurmi Health Post,6.554159,11.871825,Zamfara,Bungudu,Bingi South
Kursasa Primary Health Center,6.556831,12.997971,Zamfara,Shinkafi,Kware
Tungar Haruna Health Post,6.55744,12.49615,Zamfara,Kaura Namoda,Kurya (Kaura Namoda)
Unguwar Sakin Musulimi Primary Health Clinic,6.559155,12.542831,Zamfara,Kaura Namoda,Sakajiki
Bungudu General Hospital,6.559304,12.27116,Zamfara,Bungudu,Bungudu
Saulawa Health Clinic,6.559771,11.337998,Zamfara,Maru,Dansadau
Kango Sabuwal Health Post,6.560849,12.034307,Zamfara,Bungudu,Bingi North
Madaro Health Post,6.674980999,11.961144,Zamfara,Gusau,Wanke
Fantaru Primary Health Care Center,6.562321,12.23256,Zamfara,Bungudu,Furfuri Kwaikwai
Yan Ruma Health Post,6.563453,12.665346,Zamfara,Kaura Namoda,Yankaba
Gwaji Health Post,6.566519,12.139956,Zamfara,Bungudu,Furfuri Kwaikwai
Niima Clinic and Maternity Home,6.575466,12.579587,Zamfara,Kaura Namoda,Sarkin Mafara/Sarkin Barya
Kaura Namoda Federal Polytechnic Clinic,6.585327,12.637458,Zamfara,Kaura Namoda,Yankaba
Maguru Primary Health Clinic,6.588738,12.463809,Zamfara,Kaura Namoda,Kyanbarawa
Lango Health Post,6.58892,12.42452,Zamfara,Bungudu,Bela Rawayya
Furfuri Primary Health Center,6.59101,12.242881,Zamfara,Bungudu,Furfuri Kwaikwai
Yar Dole Primary Health Clinic,6.591677,12.652298,Zamfara,Kaura Namoda,Yankaba
Atarawa Health Post,6.592588,12.977136,Zamfara,Shinkafi,Kware
Kaura Namoda General Hospital,6.593183,12.583984,Zamfara,Kaura Namoda,Sarkin Mafara/Sarkin Barya
Gidan Gabi Primary Health Clinic,6.5953,12.113008,Zamfara,Gusau,Wanke
Saye Health Post,6.597036,12.302307,Zamfara,Bungudu,Bungudu
Kukar Banda Health Post,6.597425,13.004463,Zamfara,Shinkafi,Kware
Kasharuwa Health Post,6.599878999,12.159498,Zamfara,Gusau,Mayana
Magarya Health Post,6.603561,12.758274,Zamfara,Zurmi,Kanwa Kabo
Kaida Health Post,6.603583,12.411492,Zamfara,Bungudu,Bela Rawayya
