Name,x,y,Admin1,Admin2,Admin3
Maina Hari Health Clinic,12.15887445,10.67828367,,,
Ariganbori Clinic,13.37102136,12.66033589,,,
Adeniji Adele PHC,3.392700661,6.463417678,,,
Leemp,6.50099199,10.56567255,,,
Noah Art Traditional Health Centre,3.398958926,6.524344727,,,
PHC Zagga,4.120660235,11.56359085,,,
Memfys Hospital,7.49265244,6.477155785,,,
Shepard Clinic,5.25008883,13.03609434,,,
General Hospital NoB 2022 Samaru Road Opposite Post Office Kakuri Kaduna,7.411254521,10.46880617,,,
Maternity and Child Health Miringa,12.14582793,10.72614132,,,
Baba David Clinic (Faithbased Clinic) Oke Alasepe Abaeja,3.916932965,7.476016961,,,
Kawuri Model Primary Health Centre,13.53313324,11.57613093,,,
Royal Oak Hospital,3.293548782,6.465777687,,,
Honesty Clinic and Maternity Hospital,3.90697166,7.481206197,,,
Sunnyvale Hospitals,7.446125166,8.98495374,,,
The good shepherd hospital,7.489660855,6.426618944,,,
Gaskiya Clinic & Maternity,4.530012269,12.7502344,,,
Kughum Health Clinic,13.79062656,11.05363158,,,
Anzior Pharmaceuticals LTD,8.874868674,9.924714536,,,
Health Clinic Centre,6.785933783,8.385481367,,,
PHC Kwaki,6.847349664,10.29161726,,,
Lawaniya Dispensary,12.50469962,11.98327634,,,
Fellowship Clinic And Maternity Center,3.202192743,6.456826653,,,
PHC Gelwasa,5.361603095,11.35819147,,,
General Hospital No2 Kkb Sarki Street Keke B,7.494003435,10.55913869,,,
Skills Specialist Hospital,7.43706282,10.49966012,,,
"Emmanuel Hospital, Awotan- Apete, Ibadan",3.870459922,7.450042951,,,
Nanti,3.346549232,6.426723718,,,
Ganganra Health Post,6.874272337,12.01789989,,,
Muna Da`Alti 2B Refugee Site,13.25055305,11.86736393,,,
Zange Dispensary,11.76461956,10.27545712,,,
Sauna Phc,6.04997385,12.41772623,,,
Dalori Clinic,13.21772423,11.77678288,,,
Kawo General Hospital,7.446911891,10.58342643,,,
Damri Model Primary Health Centre,5.836538493,12.40839164,,,
Unguwar Malam Amadu Health Post,7.772042563,11.49322888,,,
"CAC Oke Imole Maternity Home, Agbeni Ibadan",3.888146995,7.378216998,,,
General Hospital Tiggi,4.606256743,12.79885195,,,
Medicine Store,5.584004742,6.365761298,,,
Tinna pharmacy,8.889264677,9.918046564,,,
Kiru General Hospital,8.134761627,11.70698996,,,
Koramgilim B Dispensary,12.70446359,10.85822888,,,
Chekele Dispensary,11.63914214,10.3802838,,,
Gilgal Medicare Complex,8.87703615,9.935946118,,,
Kafin Dabga Health Post,8.123095862,11.83187235,,,
Kalyto pharmacy,8.886747842,9.905349154,,,
Bakin Kogi Model Primary Health Center,10.30086024,10.26022418,,,
The Hosanna Hospital,3.284099359,6.467506035,,,
Sefa Hospital Clinic And Maternity,3.100920577,6.503950467,,,
Mdg Dispensary,4.236878591,11.99876685,,,
Selman Hospital,8.892521633,9.955492633,,,
St Judes Hospital Maternity,3.295504196,6.463335033,,,
S.B.R.S BIOLOGY LAB,11.17238287,10.30675573,,,
St Gerard's Hospital Kakuri Kaduna No3 Maikushi Street Off Auta Jagaba Romi New Extension Kaduna,7.413529118,10.44242672,,,
Kajla Primary Health Center,3.36576726,6.527145623,,,
Phc Adapka,5.618296784,11.89080534,,,
Njilang Dispensary,12.77915683,10.84963525,,,
PHC,6.002158781,8.872319486,,,
Ajoke Clinic,3.34572177,6.521715324,,,
Zurmi Phc,6.780543884,12.78030037,,,
Juggal Dispensary,11.72144765,10.51244738,,,
PHC Maje,6.723524143,9.855673218,,,
Helix Pharmacy,3.501745031,6.613641667,,,
Abbari Primary Health Clinic,13.02014157,11.59883038,,,
Jimi Clinic,6.464302053,9.713109953,,,
Bulanjilin Health Clinic,13.31790407,11.22635905,,,
Ola hospital Jos,8.884318935,9.929640245,,,
Oriowo Maternity Home,3.123270084,6.476957889,,,
Federal Medical Centre,3.35014138,6.55069676,,,
Naf Medical Centre 79 Cg Maiduguri,13.07208246,11.84088122,,,
HealthPlus,3.358140817,6.613858172,,,
PHC Medical Reseption Service,4.177513678,12.43289906,,,
Clinique La paix,2.731559944,6.537925673,,,
Summit Hospital And Maternity Home,3.304205869,6.594274693,,,
Health Clinic,6.55448999,9.996852128,,,
Walawa Health Post,8.223149048,11.78618394,,,
Shalom Health Center,3.396413677,6.531731195,,,
Zuma Kumogun Dispensary,13.35189327,12.42947506,,,
Kamsiyochukwu Clinic Maternity,7.51661496,6.483448918,,,
Ajiri Health Clinic,13.11346702,11.66027828,,,
Kwahara Dispensary,11.89082554,10.30372567,,,
Richard Pharmacy,7.522429151,6.456744091,,,
Crystal Specialist Hospital,3.306224818,6.602583758,,,
Shani MCH Clinic,12.06469723,10.21807855,,,
Kware Comprehensive Health Centre,5.259247233,13.22790104,,,
Federal Medical Centre,7.500738043,5.51680736,,,
PHC Kwaido,4.664777598,13.03154448,,,
Barwati Health Clinic,13.67089837,12.81207273,,,
Josemaria specialist clinic,3.421583023,6.598865294,,,
Maciland Medical Center,3.249144895,6.524075751,,,
La Healing Dew pharmacy,8.885557277,9.925559348,,,
Mbuta Dispensary,13.25233345,12.04007212,,,
Orphanage Hospital,6.662041123,12.18472633,,,
PHC,6.418330164,10.45304593,,,
Al Ramadan Nursing And Maternity Home Nassarawa,7.395410796,10.47124857,,,
Fueller Health Hospital,3.26173376,6.644288168,,,
Primary Health Centre,6.561029299,12.49317408,,,
Manigi Health Centre,5.489518817,9.741858959,,,
Kabusa Healthcare,7.441340021,8.949681686,,,
Jes 7 Jes Clinic Amuwo Housing,3.279811848,6.448170074,,,
Ijagemo Primary Health Centre,3.224206219,6.504528064,,,
Rojafia Clinic,3.397454374,6.592971224,,,
Mainframe Hospital And Maternity Centre,3.17369226,6.48644746,,,
Damboa Town Dispensary,12.75408932,11.16009516,,,
ACE Health & Medical Stores,7.256619388,8.969265584,,,
Holy Family Hospital and Maternity Home,3.261461599,6.445740077,,,
The Vine Medical Center,3.246239979,6.583503445,,,
Aduwa Health Clinic,13.17608638,12.94549553,,,
Danzabua Primary Health Centre,8.110249674,12.34582375,,,
312 Artillery Hospital,7.41948622,10.4587991,,,
Maska Health Post,8.080938745,11.59451085,,,
Emel Specialist Hospital Festac Town,3.289444918,6.475653245,,,
Aulari Health Clinic,13.59280275,11.54354963,,,
"Ramna Hospital (Ramunaak Clinic and maternity Agbamu, Idi Ose",3.923886927,7.507319932,,,
PHC Lopa,4.634036381,10.48606199,,,
"General Hospital, Bonny",7.175791773,4.435607061,,,
Kexpress Clinic,3.260892887,6.455781262,,,
Kamazou Health Clinic,7.484673371,10.46718276,,,
Agbenuba Health Centre,3.262252767,6.649938829,,,
Gwarmai Primary Health Centre,8.405443875,12.3633923,,,
Budingeri Health Clinic,13.36608887,11.68231196,,,
Damilola Trado Medical Hospital And Maternity Home 7 Agbaje Street Off Olayinka Olatunji Street Orisunmbare Phase 1camp Davies Road Ayobo Lagos,3.221827854,6.593247575,,,
Kukurupu Community Health Dispensary,12.54393045,10.39921759,,,
Mashema Phc,6.68786627,13.05870076,,,
Believers Faith Medical Clinic,6.280931241,4.936308094,,,
Makafiya Dispensary,10.9348249,11.18848367,,,
"Aroro Pry Health Centre, Ojoo",3.95789365,7.523104229,,,
St Joseph Eye Clinic,3.239070434,6.580176751,,,
Emergency pharmacy,8.893004346,9.911998685,,,
EL SHADDAI CLINIC,3.90440202,6.803474927,,,
College Clinic Gang Woki,12.08682353,8.457366496,,,
PHC,6.14256974,8.960723251,,,
ABU Teaching Hospital Shika Zaria No11a Danmarna Road Unguwan Rimi Kaduna,7.465467497,10.53523652,,,
St Gerard's Catholic Church Hospital,7.420754989,10.46687808,,,
La tahzan clinic and maternity,8.897638952,9.924044738,,,
vertiarg hospital,3.414957464,6.606851152,,,
Wunje Dispensary,12.00795225,10.18617996,,,
PHC Aliyu,6.766553481,10.16569878,,,
Unguwar Liman Health Post,7.743666719,11.40505377,,,
PHC Gande,4.833210517,13.07847174,,,
Adamu Turaki PHC,6.255117997,10.18699309,,,
PHC Fingilla,3.780825694,11.89806416,,,
General Hospital Binji,4.914840867,13.23015694,,,
Bakindusti Phc,6.705531885,11.94058899,,,
Yan Kaba Primary Health Center,6.565905472,12.64024145,,,
God's Goal Hospital,3.202269186,6.456080496,,,
Lugge Health Post,10.34747334,10.96173273,,,
Fudawa Clinic,8.916477531,9.93031943,,,
Nagode Pharmacy,7.531944539,6.458117549,,,
Ashigashiya Primary Health Centre,13.8694649,11.13953318,,,
Federal Medical Centre,6.741567531,7.79993695,,,
Check-Up Diagnostic,8.866073292,9.939509936,,,
Whitambaya Primary Health Centre,12.25012513,10.39247368,,,
Primary Health Care (P. H. C),8.914944732,9.928231834,,,
Valangide Hospital,13.68866029,11.06985166,,,
Cass pharmacy,8.885400116,9.919737529,,,
Ishaku Hospital,7.418716426,10.49642018,,,
Bioscreen Health Services Limited,5.747231494,5.531151478,,,
Shehuri Dispensary,14.18332593,12.43656422,,,
PHC Knanyigmana,7.21475899,9.308009388,,,
Solace Women Hospital,8.913547553,9.924850155,,,
Jauro Gotel Health Clinic And Maternity,11.7502643,10.09939524,,,
Bulajimbam Dispensary,12.61328089,11.2009489,,,
Ngollom Dispensary,13.69812002,12.53027339,,,
Shaffa Primary Health Centre,12.3276978,10.51269524,,,
Nyawi Dispensary,11.77600856,10.66542508,,,
ade oyo maternity teaching hospital,3.902506536,7.387016152,,,
Calvaty Med Center,3.351893533,6.535614363,,,
Manawaji Health,14.12811275,12.42108142,,,
Good Hope Hospital,3.341107617,6.524272978,,,
GIDAN MAGANI AL-MISBAH MEDICINE STORE,8.46669086,11.96291285,,,
Hospitals And Clients No15 Madobi Road By Quranic Recitation Centre Kinkinau,7.405828496,10.50005432,,,
Debof Clinicks Ltd,3.345535357,6.538145865,,,
PX Pharmacy,5.152675441,7.28951425,,,
Alfa Medical Center,7.495642935,6.464026959,,,
"Al-Lateef Medical Hospital, Akingbile Junction",3.913331932,7.51323194,,,
Irede Primary Health Center Riverine,3.260827173,6.448409964,,,
God's Grace Clinic,6.32844364,4.941411583,,,
Peal medical laboratory,8.886181477,9.924225368,,,
Kojos Pharmacy,3.421733227,6.606034923,,,
Royal Salvation Hospital,3.306495721,6.591499697,,,
Dederi Health Post,8.05735735,11.84366443,,,
Ikoyi-Ijumu Health Centre,5.926572957,7.846741665,,,
Blessed Trinity Hospital,3.093523799,6.577245767,,,
n/a,6.007261683,9.300477829,,,
Health Centre Gonin Gora,7.397156998,10.43115265,,,
Gwangwan Primary Health Centre,7.747225424,11.48707237,,,
Auno Primary Health Clinic,12.93299023,11.84744115,,,
Igbologun Primary Health Center Snake Island,3.328642721,6.417724068,,,
Health,3.423057065,6.430745271,,,
PHC Gabadna,6.608525018,9.356635071,,,
PHC Alaita,7.20596235,9.471751124,,,
Abu hajara pharmacy and stores,8.888554478,9.94550308,,,
Gwanna Awan General Hispital,7.374489566,10.47768663,,,
Iyalode Bisoye,3.359616954,6.545350027,,,
Dipchari Health Post,13.90542377,11.38613439,,,
Kafin Zaka Dispensary,10.66253709,11.49333315,,,
Waire Health Post,8.220978889,12.34553449,,,
Denis Pharmacy,7.520085822,6.458121238,,,
Sa'achi Nku Health Clinic,5.880641217,8.903457083,,,
Able God Hospital Maternity,3.331738074,6.504102347,,,
Okey Madu Maternity Home,3.247662891,6.548273216,,,
Garanda Health Clinic,12.99127195,13.00067133,,,
Eastern Nigeria Medical Center,7.509274927,6.409845918,,,
Gabiyu Clinic,6.636213043,12.19658497,,,
General Hospital Dogondaji,4.799963196,12.47120093,,,
Primary Health Center Tudun Wada Opposite New Market Kujama,7.633486351,10.47568746,,,
Continental Hospital And Maternity Home,3.358718498,6.528142232,,,
Hope For The Village Clinic,7.556063717,10.4425258,,,
Prince O.K Wood,8.885699685,9.925212085,,,
Junction Road Primary Health Center,7.426363488,10.50388636,,,
Kaule Clinic,11.97112066,10.03413249,,,
Kageta,5.472144891,11.32558285,,,
Fegnolak Pharmacy,7.534363556,6.458016548,,,
Blessed clinic,8.865205765,9.894361485,,,
Prince And Princess Hospital,3.286001046,6.604936474,,,
Tawa Health Post,12.40107784,9.00183657,,,
Dan-Gulbi,5.324732696,12.35209123,,,
Imude Primary Health Care Center,3.11504509,6.466610597,,,
PHC Shagabe And Maternity,6.646232267,9.291965168,,,
Goni Kurmi Dispensary,13.63162714,11.47684712,,,
PHC Yarma,3.998337422,11.97908154,,,
Dabarmasara Health Clinic,13.83480087,12.80385083,,,
Mbalala Maternity and Child Health,12.87499148,10.77935492,,,
Monte Pharmacy,7.529543627,6.457866176,,,
Elbethel Hospital,3.276618678,6.456897396,,,
Primary Health Care Off Sarki Street Opp Bahago School Rido,7.497766574,10.40136294,,,
Shehuri Primary Health Clinic,13.15631095,11.84631345,,,
Phc Damaga,6.382538264,12.39828323,,,
Rini,5.836046894,12.79916644,,,
Ali Sheriffti Health Dispensary,13.85711668,12.86071777,,,
Saye Primary Health Centre,8.396162258,12.27551693,,,
Garingado Dispensary,11.662401,10.48916673,,,
PIX Centre,7.028359545,4.833987855,,,
Mbangan tiren heath post,11.99908185,8.704099634,,,
Palm Avenue Primary Health Centre,3.349810798,6.536528326,,,
Jinjimawa Health Post,8.273771217,12.33100907,,,
De Godswill Hospital,3.091445674,6.576423754,,,
Primary health care center,7.422453749,9.016028054,,,
boro heath post,12.10819587,8.64257043,,,
Gidan Nisau Health Post,8.19295693,12.35799033,,,
Family Medicine Department FMC,7.61140255,12.97973133,,,
Falola Medical Clinic,3.13550498,6.536786824,,,
MDG PHC Gbazhi,5.973837336,9.08649572,,,
Amino Kanu Teaching Hospital,8.594211543,11.97671348,,,
General Hospital Zurmi,6.78975593,12.77747005,,,
Mojol Hospital and Maternity Home,3.297199268,6.585339333,,,
Charles Henry Specialist Hospital,3.256642927,6.448683717,,,
Kofin,13.09834146,10.55337244,,,
Abodunrin Medical Center,3.178382773,6.471193235,,,
Usha-Kadu Primary Health Clinic,7.878967484,8.188114872,,,
Ipaja Primary Health Centre,3.254207481,6.604318225,,,
Alaso Amikanle Primary Health Care Center,3.244609196,6.65036245,,,
Mount Carmel Hospital and Mortuary,7.521728172,6.458546535,,,
PHC Sanyinnayal,4.887801518,12.57917358,,,
Trust care medical laboratories,8.891409354,9.915555546,,,
Tudun Magaji Health Post,7.781821562,11.45287437,,,
Phc Bawo,7.077351853,12.11606396,,,
Laminga Primary Health Centre,7.81069353,8.680043321,,,
Cedar med,8.87940957,9.920172298,,,
Skane Radiologistic center,8.882546497,9.896485962,,,
Nassarawo Clinic,12.44396695,9.280182224,,,
JSK Pharmacy,7.050557255,4.825126759,,,
Primary Health Centre Clinic,11.96868898,10.02532956,,,
Dabarmasara Health Centre,13.84649656,12.80212399,,,
Aminat Convalesce Home,3.31203859,6.441605535,,,
St Grace Nursing and Convascent Home,3.292712519,6.455681936,,,
Sharon Clinic,3.360338468,6.553617937,,,
General Hospital Sabon Tasha Beside Jeshmic Redemption School Maraban Rido,7.527496179,10.42948557,,,
Rido Primary Health Center,7.474710222,10.50901189,,,
Alimosho Local Goverment Egbe Idimu Lcda Health Center,3.287826289,6.57063496,,,
Oriwu Pharmacy & Supermarket,3.195530052,6.497808962,,,
Dwn Quarters Primary Health Center,7.414618095,10.49119825,,,
Orphanage and Less Privilege Clinic,6.562788745,12.27173434,,,
Kawo General Hospital NoH14 Kawo Road Kawo Market Kawo Kaduna,7.448692878,10.58165466,,,
Solad Medical Centre And Maternity Hospital,3.26752599,6.600598755,,,
Sentinel Hospital,3.341961397,6.532838947,,,
"Children Specialist Hospital, Oko Erin, Nigeria",4.554400674,8.497090347,,,
Ayobo Primary Health Care Centre,3.234946538,6.60642443,,,
Fafolu Clinic and Maternity Home,3.355395157,6.534615073,,,
Top Talent Hospital,3.292481263,6.603077368,,,
First Choice Pharmacy,7.518695684,6.456813577,,,
sukur sama heath post,13.58433007,10.74147308,,,
Clinic Matenity Center,5.460186263,10.40133528,,,
Phc Tsibiri,6.409727146,13.01919894,,,
Rigana Primary Health Centre,8.210192386,12.37794278,,,
Dogoshi Health Clinic,13.6746683,12.86222274,,,
PHC Rabba,5.029297431,9.213040832,,,
Kofar Kade Clinic,5.225244869,13.06638738,,,
Suzan Hospital,7.185929434,9.183385156,,,
Satellite Town Primary Health Care Center,3.264680166,6.449733299,,,
PHC,5.520923964,9.415180486,,,
PHC,6.733393331,9.274654526,,,
SFOUR HEALTH SERVICES LTD,7.503842029,8.990115149,,,
Gongulong Primary Health Centre,13.18674916,11.920112,,,
Hussara Health Clinic,13.2370659,10.4986263,,,
Tsaudawa Health Post,8.202675998,11.68093649,,,
General Hospital,3.219639339,7.533750588,,,
Sabon Fegi Health Post,8.063955417,11.80630294,,,
Police College Clinic Kaduna,7.444307466,10.50991504,,,
Confidence age care home,8.848850827,9.971290341,,,
Yimirdalong Primary Health Centre,11.84668577,10.39382133,,,
Nidus Aquilae,3.361187388,6.546772939,,,
Glory Clinic and Maternity,8.877308395,9.93916259,,,
NLNG RA HOSPITAL,7.178906237,4.385830543,,,
Praise Medical Center,3.28893203,6.468100983,,,
Primary Health Care Besse,4.433433299,11.27000949,,,
PHC,7.239587193,9.663908685,,,
MSF ATFC,4.512681679,11.4317783,,,
Kangarwa Health Clinic,13.55743766,13.14962177,,,
Abacheke Model Primary Health Care Centre,6.726269049,5.497720425,,,
Rumirgo Dispensary,13.02544698,10.60165992,,,
Basic Hospital,3.292042721,6.571901969,,,
Asibitin Salisu,8.887046238,9.948155282,,,
Molai Missionary Hospital,13.11053654,11.76152463,,,
Bio cycle clinic,7.419518491,9.019924298,,,
PHC Takware,4.523387883,11.33119495,,,
Healing Land Hospital And Maternity,3.140153248,6.460350069,,,
Kagara Primary Health Clinic and Dispensary,5.602286679,13.39302126,,,
gori heath post,13.63355414,10.93970802,,,
National Primary Care,4.817483385,12.13640508,,,
PHC Kasati,3.637735961,11.62542054,,,
Gamaye Dispensary,14.02562193,12.14107254,,,
"Oni and Sons Memorial Hospital, (Adeoyo) Ring Road, Ibadan",3.861941981,7.362431947,,,
Yola Health Post,8.287594232,12.24439308,,,
God's Footstep Nursing Home,3.263724629,6.644653117,,,
Health Of Ihe Sick Pharmacy,7.494529986,6.458543937,,,
Capital Medicare,8.124270251,6.324297448,,,
Pentecost Medical Center 112 Festac Town,3.2929105,6.470093864,,,
Kakuri Gwari 1 Primary Health Center,7.409888019,10.46091578,,,
Alheri Health clinic & Maternity,8.921621589,9.933199871,,,
Guwal Health Facility,11.91210443,10.54156829,,,
PHC Rinin Tawaye,5.242736895,13.06416777,,,
Chobal Kura Primary Health Centre,13.00170893,11.95471182,,,
Ada Pharmacy Tech,7.534474197,6.45918356,,,
Divine Nursin Hme,3.341710527,6.526532068,,,
Jiddari Primary Health Centre,13.14608796,11.79464002,,,
PHC Kudodo,6.813108583,10.16091212,,,
kingfield diagnostic services,3.422435128,6.60674093,,,
Gava Dispensory,13.91055969,11.18552519,,,
Oluwalase Clinic,3.343845565,6.538794792,,,
Rafingero Health Centre,5.778171529,12.23022615,,,
Josaf Pharm,5.626319355,6.324509091,,,
Bwalagyang Dispensary,12.78188254,10.8756728,,,
Cmc Clinic,13.15166637,11.85535895,,,
Mch Mungadi,4.12358116,12.11315594,,,
Tommy Patent Store,3.890876478,7.38209916,,,
Gurmana,6.62980776,10.00997819,,,
PHC,5.722062399,8.887080353,,,
Ijedodo Primary Health Center,3.247497935,6.498367365,,,
Giltoo Aris Specialist Hospital,7.428131064,10.48161254,,,
Orphans And Less Privilege Hospital,6.048860063,12.56713516,,,
Primary Health Care Bauni,5.073952188,13.60982472,,,
Hasppaleez pharmacy,8.868464397,9.902607685,,,
Naira'a Clinic,13.17380122,11.82700858,,,
Tsamiya Primary Health Centre,5.710883622,12.94744792,,,
Kaduna Emergency Operations Center,7.452552745,10.51354994,,,
Babarejo Dispensary,3.987537256,11.56299305,,,
Health Post Uba Dispensary,13.20617364,10.45406994,,,
PHC Aljannare,3.916197034,11.59033373,,,
Husama Health Post,8.113175964,11.78836197,,,
Azir Health Clinic,12.64579848,11.04405685,,,
Kofar Gwari Primary Health Centre,8.007614694,8.686362857,,,
Tashan Gurugu Health Post,11.86197336,9.337792637,,,
Malan Gajere Health Post,8.192114548,11.86029413,,,
PHC Shemma,4.042695124,12.02557453,,,
PHC Tungar Sule,3.685808355,11.7749335,,,
PHC Rafi,6.243029197,10.29931797,,,
Gwashi Primary Health Care,5.766424795,11.89982134,,,
Gatamarwa Health Centre,12.84458068,10.8697737,,,
Mbalwaha Health Post,12.94483419,10.32973572,,,
Belwin Memorial Clinic,7.514816539,6.458469254,,,
Hauwa Nursing And Maternity,7.3985235,10.50712496,,,
Martha Bamaiyi General Hospital Zuru,5.238257523,11.41895415,,,
PHC,6.587293322,8.443512467,,,
"Abdullahi Hospital, Owode-Academy, Ibadan",3.911109973,7.350922923,,,
PHC Dogon Daji,3.784892342,12.41782639,,,
Farida Hospital,6.661406529,12.17314958,,,
Yimir Mbula Clinic,12.77224603,10.92242764,,,
DORAYI KARAMA PRIMARY HEALTH CARE,8.476863054,11.96500916,,,
Barawa Primary Health Care Centre,13.79006556,11.05389679,,,
Bakaina Dispensary,12.03621116,10.1387948,,,
Conic Patent Medical Store,5.626268561,6.366735191,,,
Amc Hospital,3.313966427,6.465195396,,,
God's Will Ogbonna Medical Complex,7.426666242,8.992138792,,,
Health Post Mothol,12.93211985,10.13470242,,,
Doka Primary Health Center,7.528587838,10.55442798,,,
Pauline Medicine Shop,7.521094249,6.456542087,,,
St Femos Conual Home,3.32941922,6.509021853,,,
Jama'a Hospital Rikkos,8.899502417,9.915806416,,,
Mudiaga Faith Clinic,5.762138625,5.564436854,,,
Ifey Patent Medicine Store,3.910143624,7.485068075,,,
PHC Giro,4.180248777,11.77100305,,,
Kudar Clinic And Maternity,8.872447729,9.902569044,,,
General Hospital Sabon Tasha Karatudu Road,7.415338268,10.42458568,,,
Pax herbal clinic,8.871920675,9.904977333,,,
Odan Abuja Primary Health Center,3.175420273,6.578187726,,,
Malikawa Sarari Health Post,8.147552328,12.38052223,,,
Garaha Dutse Health Post,12.8867093,10.39900855,,,
Delife Hospital,3.254725147,6.551665372,,,
Muskat Hospital9 Abbi Street By Rasaq Bstop Off Bishiri Ajangbadi Ojo,3.153820444,6.461653372,,,
General hospital Kaltungo,11.32080139,9.830595821,,,
Rural Hospital Auna,4.737164636,10.18639646,,,
A Aand A Medical Diagostic Center,3.356140141,6.514704784,,,
National Hospital Abuja No4mm Lawal Jafaru Isa Road,7.472366055,10.54232996,,,
Primary Health Center Nassarawa,7.39876624,10.47056016,,,
General Hospital Sabon Tasha Close To The Sarki's House Maraban Damishi,7.566433724,10.44806364,,,
Elton pharmacy and store,8.884736689,9.898319755,,,
Primary Healthcare Kabala Layin Sarki Kabalan Doki Kaduna,7.446438481,10.50200596,,,
ABC Hospital,6.76915162,9.959187375,,,
"Emiloju Traditional Healthcare, Ebedi Area, Shasha.",3.913772652,7.483070081,,,
PHC Kwaifa,4.196573372,11.69265112,,,
Mount Carmel Maternity,7.521746361,6.458654829,,,
Sunnah Hospital,11.18488305,10.28606056,,,
gazama heath post,13.51275482,10.72759407,,,
Taqwa Hospital,3.251008947,6.666925258,,,
MedPlus,3.432020085,6.438533317,,,
Sauki Hospital,8.882034279,9.910033632,,,
wuro gayadi primary heath post,13.38944118,10.71351306,,,
Chiromawa Primary Health Centre,8.159493355,12.32150592,,,
Ejiwunmi Tradomedical,3.141298551,6.467034218,,,
Royal Health Care Galadimawa,7.427248869,8.992371222,,,
"Tobi Hospital, Oko Erin, Nigeria",4.540868678,8.483506467,,,
Maganda Health Post,8.759362025,10.64049026,,,
Police Clinic,6.54756394,9.62236923,,,
Alheri Primary Health Centre,13.13751219,11.85852043,,,
Ikogbo Primary Health Center,3.178693826,6.531857091,,,
Unguwar Sarki Primary Health Center,7.447700461,10.55114378,,,
Samadex Clinic,3.266241296,6.529354758,,,
Teaching Hospital No10 Sylvester Crescent Barnawa Kaduna State,7.438609197,10.48284686,,,
Ogbomoshotedo Community Health Cetre,3.258216042,6.574992879,,,
Outreach Medical Service,3.24542727,6.421362317,,,
Unimaid Medical Center,13.19737624,11.80405407,,,
Dzakwa Health Post,13.16308705,10.46006619,,,
Sickle Cell Patient Health Promotion Center,7.457632681,10.55933248,,,
Bum-Bum Health Post,8.39700179,12.24869149,,,
Tuberculosis and Leprosy center Tapa,3.228247134,7.555651998,,,
Loko 1 Primary Health Centre,7.846735378,8.004101084,,,
First Choice Specialist Clinic,7.504571925,6.437192966,,,
Health Post Wurobokki,12.05310263,10.07555099,,,
Durmawa Health Post,8.258319849,11.60518043,,,
Holy Family Catholic Church Medical Centre Festac,3.283021195,6.468380184,,,
dowaya health clinic,12.06257066,9.454796797,,,
PHC Tunga Kawo,5.380648036,11.17930699,,,
National Eye Centre Nigeria,7.405322229,10.57380392,,,
beval pharmacy,7.038989726,4.841853265,,,
Chemart Pharmacy,3.43077554,6.448740631,,,
Korede Dispensary,12.54460217,11.05236005,,,
Horatio Dential Clinic,5.614387548,6.334081392,,,
"Pharmaco Hospital, J and P Road, Moniya road",3.913901985,7.522182974,,,
Sigal Health Clinic,14.53527828,12.2872925,,,
Acf Water Board IDP Camp Clinic,13.61386136,12.68299829,,,
timkola heath post,12.16117972,8.640723562,,,
Daniya Dispensary,4.091383923,12.01612762,,,
PHC Gawosu,4.210697968,12.54410663,,,
Binji PHC,4.824084217,12.80127918,,,
Zauro Ambrusa General Hospital,4.312745292,12.49703009,,,
Ngamdu Dispensary,12.26232909,11.76049793,,,
General Hospital Kujama Kujama Market Kaduna,7.637447973,10.47622683,,,
Basmard Pharmacy,7.034745884,4.866360022,,,
pharmacy,11.14658714,10.29842663,,,
Tsanu Phc,6.834729954,12.69493488,,,
General Hospital,5.478682776,11.24595318,,,
Munidola Maternity Center,3.143994171,6.453468527,,,
tipto maternity and child heath,11.65728116,9.61266835,,,
Zephaniah Maternity Center,3.333571364,6.512085187,,,
Plateau State Primary Health care Board,8.874148333,9.942301445,,,
Jenvak hospital & maternity,8.868656929,9.902747076,,,
maiha gari maternity and heath facility,13.21544972,9.993605146,,,
God First PPM (Patent and Preparatory Medicine Vendor),3.909976991,7.483289938,,,
Torowa Health Clinic,13.28387447,12.54132074,,,
PHC,5.985994448,9.719148276,,,
New Era Clinic,8.87529657,9.939106431,,,
PHC Gidan Kwano,4.703661163,10.33512303,,,
PHC Sauki,6.251394923,10.18975174,,,
LizkebePharmaceutical Services,11.14639042,10.30033368,,,
PHC Jere Sapai,6.691466381,9.448127819,,,
Yanbundu Health Post,8.293144142,12.26915649,,,
Yusuf Dantsoho Hospital Pq 12 Danladi Inusa Road Uguwan Sunusi Kaduna,7.403531184,10.52764847,,,
Jodeb Hospital,7.427633598,10.50994337,,,
"Tolulope Clinic & Maternity, Oko Erin, Nigeria",4.601334889,8.485029459,,,
Dakingari Health Centre,4.062508518,11.64050948,,,
Ori Eru PHC,3.891368244,7.381255773,,,
Multe Dispensary,12.60591789,10.95240242,,,
PHC,5.396411966,10.14702633,,,
Unguwar Rimi Primary Health Center,7.462283631,10.52669788,,,
General Hospital Maiyama,4.371055175,12.07442594,,,
Primary Healthcare Tudun Wada No2 Bugai Road Kujama,7.643367525,10.4771988,,,
PHD Yidna Santi,6.629658898,9.36614258,,,
"Olodo PHC, Ibadan",4.013396936,7.417874967,,,
Gg Able Medical Diaglab,3.259392191,6.530609529,,,
"Six bed Primary Health care, Tapa",3.234458795,7.56202786,,,
Kayode Health Center Onipanu,3.364636625,6.532605847,,,
Kowa Hospital,6.529379149,9.656430854,,,
"Danax Pharmacy, Adamasingba Junction, Ibadan",3.886917957,7.396142955,,,
